#iata,airport,city,state,country
MMU,Morristown Municipal,Morristown,NJ,USA
MMV,McMinnville Muni,McMinnville,OR,USA
MNF,Mountain View,Mountain View,MO,USA
MNI,Clarendon County,Manning,SC,USA
MNM,Menominee-Marinette Twin County,Menominee,MI,USA
MNN,Marion Municipal,Marion,OH,USA
MNV,Monroe County,Madisonville,TN,USA
MNZ,Hamilton Municipal,Hamilton,TX,USA
MO6,Washington Memorial,Washington,MO,USA
MO85,Lawrence Smith Memorial,Harrisonville,MO,USA
MOB,Mobile Regional,Mobile,AL,USA
MOD,Modesto City-County-Harry Sham,Modesto,CA,USA
MOP,Mount Pleasant Municipal,Mount Pleasant,MI,USA
MOR,Moore-Murrell,Morristown,TN,USA
MOT,Minot International,Minot,ND,USA
MOU,Mountain Village,Mountain Village,AK,USA
MOX,Morris Municipal,Morris,MN,USA
MPE,Philadelphia Municipal,Philadelphia,MS,USA
MPJ,Petit Jean Park,Morrilton,AR,USA
MPO,Pocono Mountains Muni,Mount Pocono,PA,USA
MPR,McPherson,McPherson,KS,USA
MPV,Edward F Knapp State,Barre-Montpelier,VT,USA
MPZ,Mount Pleasant Municipal,Mount Pleasant,IA,USA
MQB,Macomb Municipal,Macomb,IL,USA
MQI,Dare County Regional,Manteo,NC,USA
MQJ,Mount Comfort,Indianapolis,IN,USA
MQT,Marquette County Airport,NA,NA,USA
MQW,Telfair-Wheeler,McRae,GA,USA
MQY,Smyrna,Smyrna,TN,USA
MRB,Eastern Wv Reg/Shephard,Martinsburg,WV,USA
MRC,Maury County,Columbia-Mt Pleasant,TN,USA
MRF,Marfa Municipal,Marfa,TX,USA
MRH,Michael J. Smith,Beaufort,NC,USA
MRI,Merrill,Anchorage,AK,USA
MRJ,Iowa County,Mineral Point,WI,USA
MRN,Morganton-Lenoir,Morganton,NC,USA
MRY,Monterey Peninsula,Monterey,CA,USA
MSA,Mount Pleasant Municipal,Mount Pleasant,TX,USA
MSL,Northwest Alabama Regional,Muscle Shoals,AL,USA
MSN,Dane County Regional,Madison,WI,USA
MSO,Missoula International,Missoula,MT,USA
MSP,Minneapolis-St Paul Intl,Minneapolis,MN,USA
MSS,Massena Int'l-Richards,Massena,NY,USA
MSV,Sullivan Cty Intl,Monticello,NY,USA
MSY,New Orleans International,New Orleans,LA,USA
MTH,Florida Keys Marathon,Marathon,FL,USA
MTJ,Montrose Regional,Montrose,CO,USA
MTM,Metlakatla SPB,Metlakatla,AK,USA
MTN,Martin State,Baltimore,MD,USA
MTO,Coles County Memorial,Mattoon-Charleston,IL,USA
MTP,Montauk,Montauk,NY,USA
MTV,Blue Ridge,Martinsville,VA,USA
MTW,Manitowoc County,Manitowoc,WI,USA
MUE,Waimea-Kohala,Kamuela,HI,USA
MUT,Muscatine Municipal,Muscatine,IA,USA
MVC,Monroe County,Monroeville,AL,USA
MVE,Montevideo-Chippewa County,Montevideo,MN,USA
MVI,Monte Vista Muni,Monte Vista,CO,USA
MVL,Morrisville-Stowe State,Morrisville,VT,USA
MVM,Machias Valley,Machias,ME,USA
MVN,Mt Vernon-Outland,Mt. Vernon,IL,USA
MVY,Marthas Vineyard,Marthas Vineyard,MA,USA
MWA,Williamson County,Marion,IL,USA
MWC,Lawrence J Timmerman,Milwaukee,WI,USA
MWH,Grant County,Moses Lake,WA,USA
MWK,Mount Airy-Surry County,Mount Airy,NC,USA
MWL,Mineral Wells Municipal,Mineral Wells,TX,USA
MWM,Windom Municipal,Windom,MN,USA
MWO,Hook Field Municipal,Middletown,OH,USA
MXA,Manila Municipal,Manila,AR,USA
MXO,Monticello Municipal,Monticello,IA,USA
MYF,Montgomery,San Diego,CA,USA
MYK,May Creek,May Creek,AK,USA
MYL,McCall,McCall,ID,USA
MYR,Myrtle Beach International,Myrtle Beach,SC,USA
MYU,Mekoryuk,Mekoryuk,AK,USA
MYV,Yuba County,Marysville,CA,USA
MYZ,Marysville Municipal,Marysville,KS,USA
MZJ,Pinal Airpark,Marana,AZ,USA
MZZ,Marion Municipal,Marion,IN,USA
N00,Maben,Lexington,NY,USA
N03,Cortland Cty-Chase,Cortland,NY,USA
N04,Griswold,Madison,CT,USA
N07,Lincoln Park,Lincoln Park,NJ,USA
N10,Perkiomen Valley,Collegeville,PA,USA
N12,Lakewood,Lakewood,NJ,USA
N13,Bloomsburg Muni,Bloomsburg,PA,USA
N14,Flying W,Lumbrerton,NJ,USA
N23,Sidney Muni,Sidney,NY,USA
N24,Questa Municipal Nr 2,Questa,NM,USA
N25,Westport,Westport, NY,NY
N27,Bradford County,Towanda,PA,USA
N29,Magdalena,Magdalena,NM,USA
N30,Cherry Ridge,Honesdale,PA,USA
N35,Punxsutawney Muni,Punxsutawney,PA,USA
N37,Monticello,Monticello,NY,USA
N38,Grand Canyon State,Wellsboro,PA,USA
N40,Sky Manor,Pittstown,NJ,USA
N47,Pottstown Muni,Pottstown,PA,USA
N51,Solberg-Hunterdon,Readington,NJ,USA
N53,Stroudsburg-Pocono,East Stroudsburg,PA,USA
N57,New Garden Flying,Toughkenamon,PA,USA
N66,Oneonta Muni,Oneonta,NY,USA
N67,Wings,Ambler,PA,USA
N68,Chambersburg Muni,Chambersburg,PA,USA
N69,Stormville,Stormville,NY,USA
N72,Warwick Muni,Warwick,NY,USA
N73,Red Lion,Vincentown,NJ,USA
N79,Northumberland Cty,Shamokin,PA,USA
N81,Hammonton Muni,Hammonton,NJ,USA
N82,Wurtsboro-Sullivan Cty,Wurtsboro,NY,USA
N85,Alexandria,Pittstown,NJ,USA
N87,Trenton-Robbinsville,Robbinsville,NJ,USA
N89,Joseph Y. Resnick,Ellenville,NY,USA
N93,New Golovin,Golovin,AK,USA
N99,Brandywine,West Chester,PA,USA
NC14,Rockingham County NC Shiloh,Reidsville,NC,USA
NC67,Ashe County,West Jefferson,NC,USA
ND06,Cavalier Municipal,Cavalier,ND,USA
ND12,Ellendale Municipal,Ellendale,ND,USA
ND17,Harvey Municipal,Harvey,ND,USA
ND26,Kenmare Municipal,Kenmare,ND,USA
ND28,Lakota Municipal,Lakota,ND,USA
ND29,La Moure Rott Municipal,La Moure (New Site),ND,USA
ND33,Linton Municipal,Linton,ND,USA
ND44,Mott Municipal,Mott,ND,USA
ND66,Washburn Municipal,Washburn,ND,USA
NEW,Lakefront,New Orleans,LA,USA
NH12,Plymouth Municipal,Plymouth,NH,USA
NK03,Kamp,Durhamville,NY,USA
NQA,Millington Municipal,Millington,TN,USA
NRN,Norton Municipal,Norton,KS,USA
NUL,Nulato,Nulato,AK,USA
NVD,Nevada Municipal,Nevada,MO,USA
NY0,Fulton Cty,Johnstown,NY,USA
O02,Nervino,Beckwourth,CA,USA
O05,Rogers,Chester,CA,USA
O08,Colusa County,Colusa,CA,USA
O09,Round Valley,Covelo,CA,USA
O11,Cherokee Nation,Stilwell,OK,USA
O15,Turlock Municipal,Turlock,CA,USA
O16,Garberville,Garberville,CA,USA
O17,Nevada County  Air Park,Grass Valley,CA,USA
O19,Kneeland,Eureka,CA,USA
O21,Hoopa,Hoopa,CA,USA
O22,Columbia,Columbia,CA,USA
O24,Lee Vining,Lee Vining,CA,USA
O26,Lone Pine,Lone Pine,CA,USA
O27,Oakdale,Oakdale,CA,USA
O28,Ells Field-Willits Municipal,Willits,CA,USA
O31,Healdsburg Municipal,Healdsburg,CA,USA
O32,Reedley Municipal,Reedley,CA,USA
O35,Hollis Municipal,Hollis,OK,USA
O37,Haigh,Orland,CA,USA
O41,Watts-Woodland,Woodland,CA,USA
O42,Woodlake,Woodlake,CA,USA
O43,Yerington Municipal,Yerington,NV,USA
O45,Hooker Municipal,Hooker,OK,USA
O46,Weed,Weed,CA,USA
O47,Prague Municipal,Prague,OK,USA
O48,Little River,Little River,CA,USA
O52,Sutter County,Yuba City,CA,USA
O53,Medford Municipal,Medford,OK,USA
O54,Lonnie Pool /Weaverville,Weaverville,CA,USA
O57,Bryant,Bridgeport,CA,USA
O59,Cedarville,Cedarville,CA,USA
O60,Cloverdale Municipal,Cloverdale,CA,USA
O61,Cameron Airpark,Cameron Park,CA,USA
O65,Okeene Municipal,Okeene,OK,USA
O68,Mariposa-Yosemite,Mariposa,CA,USA
O69,Petaluma Municipal,Petaluma,CA,USA
O70,Westover Field Amador County,Jackson,CA,USA
O81,Tulelake Municipal,Tulelake,CA,USA
O85,Benton,Redding,CA,USA
O86,Trinity Center,Trinity Center,CA,USA
O88,Rio Vista Municipal,Rio Vista,CA,USA
O89,Fall River Mills,Fall River Mills,CA,USA
OAJ,Albert J Ellis,Jacksonville,NC,USA
OAK,Metropolitan Oakland International,Oakland,CA,USA
OAR,Marina Municipal,Marina,CA,USA
OBE,Okeechobee County,Okeechobee,FL,USA
OBU,Kobuk,Kobuk,AK,USA
OCF,Ocala Regional/Jim Taylor,Ocala,FL,USA
OCH,Nacogdoches-A.L. Mangham Jr. Regional,Nacogdoches,TX,USA
OCQ,Oconto Municipal,Oconto,WI,USA
OCW,Warren,Washington,NC,USA
ODO,Odessa-Schlemeyer,Odessa,TX,USA
ODX,Evelyn Sharp,Ord,NE,USA
OEB,Branch County Memorial,Coldwater,MI,USA
OEL,Oakley Municipal,Oakley,KS,USA
OEO,L. O. Simenstad Municipal,Osceola,WI,USA
OFK,Karl Stefan Memorial,Norfolk,NE,USA
OFP,Hanover County Municipal,Richmond,VA,USA
OGA,Searle,Ogallala,NE,USA
OGB,Orangeburg Municipal,Orangeburg,SC,USA
OGD,Ogden-Hinckley,Ogden,UT,USA
OGG,Kahului,Kahului,HI,USA
OGM,Ontonagon County,Ontonagon,MI,USA
OGS,Ogdensburg Intl,Ogdensburg,NY,USA
OH17,Henry County,Napoleon,OH,USA
OH21,Huron County,Norwalk,OH,USA
OH30,Put In Bay,Put In Bay,OH,USA
OIC,Lt Warren Eaton,Norwich,NY,USA
OIN,Oberlin Municipal,Oberlin,KS,USA
OJC,Johnson County Executive,Olathe,KS,USA
OKB,Oceanside Municipal,Oceanside,CA,USA
OKC,Will Rogers World,Oklahoma City,OK,USA
OKK,Kokomo Municipal,Kokomo,IN,USA
OKM,Okmulgee Municipal,Okmulgee,OK,USA
OKS,Garden County,Oshkosh,NE,USA
OKV,Winchester Regional,Winchester,VA,USA
OKZ,Kaolin,Sandersville,GA,USA
OLD,Dewitt Field-Old Town Municipal,Old Town,ME,USA
OLE,Olean Muni,Olean,NY,USA
OLF,L M Clayton,Wolf Point,MT,USA
OLM,Olympia,Olympia,WA,USA
OLS,Nogales International,Nogales,AZ,USA
OLU,Columbus Municipal,Columbus,NE,USA
OLV,Olive Branch,Olive Branch,MS,USA
OLY,Olney-Noble,Olney-Noble,IL,USA
OLZ,Oelwein Municipal,Oelwein,IA,USA
OMA,Eppley Airfield,Omaha,NE,USA
OME,Nome,Nome,AK,USA
OMH,Orange County,Orange,VA,USA
OMK,Omak,Omak,WA,USA
OMN,Ormond Beach Municipal,Ormond Beach,FL,USA
ONA,Winona Muni-Max Conrad,Winona,MN,USA
ONL,O Neill Municipal,O Neill,NE,USA
ONM,Socorro Municipal,Socorro,NM,USA
ONO,Ontario Muni,Ontario,OR,USA
ONP,Newport Muni,Newport,OR,USA
ONT,Ontario International,Ontario,CA,USA
ONY,Olney Municipal,Olney,TX,USA
ONZ,Grosse Ile Municipal,Detroit - Grosse Ile,MI,USA
OOA,Oskaloosa Municipal,Oskaloosa,IA,USA
OOH,Hoonah SPB,Hoonah,AK,USA
OOK,Toksook Bay,Toksook Bay,AK,USA
OPF,Opa-Locka,Miami,FL,USA
OPL,St Landry Parish - Ahart,Opelousas,LA,USA
OPN,Thomaston-Upton County,Thomaston,GA,USA
OQU,Quonset State,North Kingstown,RI,USA
OQW,Maquoketa Municipal,Maquoketa,IA,USA
OR33,Boardman,Boardman,OR,USA
ORB,Orr Regional,Orr,MN,USA
ORC,Orange City Municipal,Orange City,IA,USA
ORD,Chicago O'Hare International,Chicago,IL,USA
ORE,Orange Municipal,Orange,MA,USA
ORF,Norfolk International,Norfolk,VA,USA
ORG,Orange County,Orange,TX,USA
ORH,Worcester Regional,Worcester,MA,USA
ORI,Port Lions,Port Lions,AK,USA
ORL,Executive,Orlando,FL,USA
ORS,Orcas Island,Eastsound,WA,USA
ORT,Northway,Northway,AK,USA
ORV,Robert(Bob) Curtis Memorial,Noorvik,AK,USA
OSC,Oscoda - Wurtsmith,Oscoda,MI,USA
OSH,Wittman Regional,Oshkosh,WI,USA
OSU,Ohio State University,Columbus,OH,USA
OSX,Kosciusko-Attala County,Kosciusko,MS,USA
OTG,Worthington Municipal,Worthington,MN,USA
OTH,North Bend Muni,North Bend,OR,USA
OTM,Ottumwa Industrial,Ottumwa,IA,USA
OTZ,Ralph Wien Memorial,Kotzebue,AK,USA
OUN,University of Oklahoma Westheimer,Norman,OK,USA
OVE,Oroville Municipal,Oroville,CA,USA
OVO,North Vernon,North Vernon,IN,USA
OVS,Boscobel,Boscobel,WI,USA
OWA,Owatonna Degner Regional,Owatonna,MN,USA
OWB,Owensboro-Daviess County,Owensboro,KY,USA
OWD,Norwood Memorial,Norwood,MA,USA
OWI,Ottawa Municipal,Ottawa,KS,USA
OWK,Central Maine,Norridgewock,ME,USA
OWX,Putnam County,Ottawa,OH,USA
OXB,Ocean City,Ocean City,MD,USA
OXC,Waterbury-Oxford,Oxford,CT,USA
OXD,Miami University,Oxford,OH,USA
OXI,Starke County,Knox,IN,USA
OXR,Oxnard,Oxnard,CA,USA
OXV,Knoxville Municipal,Knoxville,IA,USA
OYM,St Marys Muni,St Marys,PA,USA
OZA,Ozona Municipal,Ozona,TX,USA
OZW,Livingston County,Howell,MI,USA
P01,Ajo Municipal,Ajo,AZ,USA
P04,Bisbee Municipal,Bisbee,AZ,USA
P08,Coolidge Municipal,Coolidge,AZ,USA
P13,San Carlos Apache,Globe,AZ,USA
P14,Holbrook Municipal,Holbrook,AZ,USA
P20,Avi Suquilla,Parker,AZ,USA
P32,H.A. Clark Memorial,Williams,AZ,USA
P33,Cochise County,Willcox,AZ,USA
P45,Mount Pleasant-Scottdale,Mount Pleasant,PA,USA
P52,Cottonwood,Cottonwood,AZ,USA
P53,Rostraver,Monongahela,PA,USA
PAE,Snohomish County,Everett,WA,USA
PAH,Barkley Regional,Paducah,KY,USA
PAK,Port Allen,Hanapepe,HI,USA
PAN,Payson,Payson,AZ,USA
PAO,Palo Alto Arpt of Santa Clara Co,Palo Alto,CA,USA
PAQ,Palmer Municipal,Palmer,AK,USA
PBF,Grider,Pine Bluff,AR,USA
PBH,Price County,Phillips,WI,USA
PBI,Palm Beach International,West Palm Beach,FL,USA
PBV,St. George,St. George,AK,USA
PCK,Porcupine Creek,Porcupine Creek,AK,USA
PCM,Plant City Municipal,Plant City,FL,USA
PCW,Carl R. Keller,Port Clinton,OH,USA
PCZ,Waupaca Municipal,Waupaca,WI,USA
PDC,Prairie Du Chien Municipal,Prairie Du Chien,WI,USA
PDK,Dekalb-Peachtree,Atlanta,GA,USA
PDT,Eastern Oregon Regional At Pendleton,Pendleton,OR,USA
PDX,Portland Intl,Portland,OR,USA
PEA,Pella Municipal,Pella,IA,USA
PEC,Pelican SPB,Pelican,AK,USA
PEO,Penn Yan,Penn Yan,NY,USA
PEQ,Pecos Municipal,Pecos City,TX,USA
PEZ,Pleasanton Municipal,Pleasanton,TX,USA
PFN,Panama City-Bay County International,Panama City,FL,USA
PGA,Page Municipal,Page,AZ,USA
PGD,Charlotte County,Punta Gorda,FL,USA
PGM,Port Graham,Port Graham,AK,USA
PGR,Kirk,Paragould,AR,USA
PGV,Pitt-Greenville,Greenville,NC,USA
PHD,Harry Clever,New Philadelphia,OH,USA
PHF,Newport News/Williamsburg International,Newport News,VA,USA
PHG,Phillipsburg Municipal,Phillipsburg,KS,USA
PHH,Andrews Municipal,Andrews,SC,USA
PHK,Palm Beach County Glades,Pahokee,FL,USA
PHL,Philadelphia Intl,Philadelphia,PA,USA
PHN,St Clair County International,Port Huron,MI,USA
PHO,Point Hope,Point Hope,AK,USA
PHP,Philip,Philip,SD,USA
PHT,Henry County,Paris,TN,USA
PHX,Phoenix Sky Harbor International,Phoenix,AZ,USA
PIA,Greater Peoria Regional,Peoria,IL,USA
PIB,Hattiesburg-Laurel Regional,Hattiesburg-Laurel,MS,USA
PIE,St. Petersburg-Clearwater International,St. Petersburg,FL,USA
PIH,Pocatello Regional,Pocatello,ID,USA
PIL,Port Isabel-Cameron County,Port Isabel,TX,USA
PIM,Callaway Gardens-Harris County,Pine Mountain,GA,USA
PIR,Pierre Regional,Pierre,SD,USA
PIT,Pittsburgh International,Pittsburgh,PA,USA
PIZ,Point Lay Dew Station,Point Lay,AK,USA
PJY,Pinckneyville-Duquoin,Pinckneyville-Duquoin,IL,USA
PKA,Napaskiak,Napaskiak,AK,USA
PKB,Wood Cty/Gill Robb Wilson,Parkersburg,WV,USA
PKD,Park Rapids Municipal,Park Rapids,MN,USA
PKF,Park Falls Municipal,Park Falls,WI,USA
PLB,Clinton Cty,Plattsburgh,NY,USA
PLD,Portland Municipal,Portland,IN,USA
PLN,Pellston Regional  of Emmet County,Pellston,MI,USA
PLR,St Clair County,Pell City,AL,USA
PMB,Pembina Municipal,Pembina,ND,USA
PMD,Palmdale Production Flight,Palmdale,CA,USA
PMH,Greater Portsmouth Regional,Portsmouth,OH,USA
PMP,Pompano Beach Airpark,Pompano Beach,FL,USA
PMV,Plattsmouth Municipal,Plattsmouth,NE,USA
PMX,Metropolitan,Palmer,MA,USA
PMZ,Plymouth Municipal,Plymouth,NC,USA
PNA,Ralph Wenz,Pinedale,WY,USA
PNC,Ponca City Municipal,Ponca City,OK,USA
PNE,Northeast Philadelphia,Philadelphia,PA,USA
PNM,Princeton Municipal,Princeton,MN,USA
PNN,Princeton Municipal,Princeton,ME,USA
PNP,Pilot Point,Pilot Point,AK,USA
PNS,Pensacola Regional,Pensacola,FL,USA
POC,Brackett,La Verne,CA,USA
POF,Poplar Bluff Municipal,Poplar Bluff,MO,USA
POH,Pocahontas Municipal,Pocahontas,IA,USA
POU,Dutchess Cty,Poughkeepsie,NY,USA
POY,Powell Muni,Powell,WY,USA
PPA,Perry Lefors,Pampa,TX,USA
PPC,Prospect Creek,Prospect Creek,AK,USA
PPF,Tri City,Parsons,KS,USA
PPG,Pago Pago International,Pago Pago,AS,USA
PPO,La Porte Municipal,La Porte,IN,USA
PPQ,Pittsfield Penstone Municipal,Pittsfield,IL,USA
PQI,Northern Maine Regional,Presque Isle,ME,USA
PQL,Trent Lott International,Pascagoula,MS,USA
PQN,Pipestone Municipal,Pipestone,MN,USA
PR03,Fajardo Harbor Seaplane Base,Fajardo,PR,USA
PRB,Paso Robles Municipal,Paso Robles,CA,USA
PRC,Ernest A. Love,Prescott,AZ,USA
PRG,Edgar County,Paris,IL,USA
PRN,Greenville Municipal,Greenville,AL,USA
PRO,Perry Municipal,Perry,IA,USA
PRX,Cox,Paris,TX,USA
PSB,Mid-State,Philipsburg,PA,USA
PSC,Tri-Cities,Pasco,WA,USA
PSE,Mercedita,Ponce,PR,USA
PSF,Pittsfield Municipal,Pittsfield,MA,USA
PSG,James C. Johnson Petersburg,Petersburg,AK,USA
PSK,New River Valley,Dublin,VA,USA
PSM,Pease International Tradeport,Portsmouth,NH,USA
PSN,Palestine Municipal,Palestine,TX,USA
PSP,Palm Springs International,Palm Springs,CA,USA
PSX,Palacios Municipal,Palacios,TX,USA
PTB,Dinwiddie County,Petersburg,VA,USA
PTD,Potsdam Muni-Damon,Potsdam,NY,USA
PTH,Port Heiden,Port Heiden,AK,USA
PTK,Oakland-Pontiac,Pontiac,MI,USA
PTN,Harry P. Williams Memorial,Patterson,LA,USA
PTS,Atkinson Municipal,Pittsburg,KS,USA
PTT,Pratt Industrial,Pratt,KS,USA
PTU,Platinum,Platinum,AK,USA
PTV,Porterville Municipal,Porterville,CA,USA
PTW,Pottstown Limerick,Pottstown,PA,USA
PUB,Pueblo Memorial,Pueblo,CO,USA
PUC,Carbon County,Price,UT,USA
PUW,Pullman/Moscow Regional,Pullman/Moscow,ID,WA
PVB,Platteville Municipal,Platteville,WI,USA
PVC,Provincetown Municipal,Provincetown,MA,USA
PVD,Theodore F Green State,Providence,RI,USA
PVF,Placerville,Placerville,CA,USA
PVG,Hampton Roads Executive,Portsmouth,VA,USA
PVJ,Pauls Valley Municipal,Pauls Valley,OK,USA
PVU,Provo Muni,Provo,UT,USA
PVW,Hale County,Plainview,TX,USA
PWA,Wiley Post,Oklahoma City,OK,USA
PWC,Pine River Regional,Pine River,MN,USA
PWD,Sher-Wood,Plentywood,MT,USA
PWG,McGregor Exectuive,Waco,TX,USA
PWK,Palwaukee,Chicago/Wheeling/Prospect Heights,IL,USA
PWM,Portland International Jetport,Portland,ME,USA
PWT,Bremerton National,Bremerton,WA,USA
PXE,Perry-Houston Couty,Perry,GA,USA
PYG,Pageland,Pageland,SC,USA
PYM,Plymouth Municipal,Plymouth,MA,USA
PYX,Perryton Ochiltree County,Perryton,TX,USA
PZQ,Presque Isle County,Rogers City,MI,USA
Q00,Littlefield Municipal,Littlefield,TX,USA
Q06,City of Tulia/Swisher County Municipal,Tulia,TX,USA
Q14,San Juan Pueblo,Espanola,NM,USA
Q16,Reserve,Reserve,NM,USA
Q17,Boonville,Boonville,CA,USA
Q21,Brownsville,Brownsville,CA,USA
Q24,Levelland Municipal,Levelland,TX,USA
Q25,Dinsmore,Dinsmore,CA,USA
Q26,Terry County,Brownfield,TX,USA
Q31,Sequoia,Visalia,CA,USA
Q34,Portales Municipal,Portales,NM,USA
Q35,Springerville Babbitt,Springerville,AZ,USA
Q37,Carrizozo Municipal,Carrizozo,NM,USA
Q41,Floydada Municipal,Floydada,TX,USA
Q42,Springer Municipal,Springer,NM,USA
Q44,Beaver Municipal,Beaver,OK,USA
Q49,Firebaugh,Firebaugh,CA,USA
Q53,Franklin,Franklin,CA,USA
Q55,Dimmitt Municipal,Dimmitt,TX,USA
Q58,Santa Rosa Municipal,Santa Rosa,NM,USA
Q61,Georgetown,Georgetown,CA,USA
Q68,Pine Mountain Lake,Groveland,CA,USA
Q72,Hayfork,Hayfork,CA,USA
Q84,Mendota,Mendota,CA,USA
Q88,Paradise Skypark,Paradise,CA,USA
Q94,Rio Linda,Rio Linda,CA,USA
Q95,Ruth,Ruth,CA,USA
Q99,South County  of Santa Clara Co,San Martin,CA,USA
RAC,John H Batten,Racine,WI,USA
RAL,Riverside Municipal,Riverside,CA,USA
RAP,Rapid City Regional,Rapid City,SD,USA
RBD,Redbird,Dallas,TX,USA
RBE,Bassett Municipal,Bassett,NE,USA
RBG,Roseburg Regional,Roseburg,OR,USA
RBL,Red Bluff Municipal,Red Bluff,CA,USA
RBW,Walterboro Municipal,Walterboro,SC,USA
RBY,Ruby,Ruby,AK,USA
RCA,Ellsworth AFB,NA,NA,USA
RCR,Fulton County,Rochester,IN,USA
RCX,Rusk County,Ladysmith,WI,USA
RDD,Redding Municipal,Redding,CA,USA
RDG,Reading Muni,Gen Carl A Spaatz,Reading,PA
RDK,Red Oak Municipal,Red Oak,IA,USA
RDM,Roberts,Redmond,OR,USA
RDR,Grand Forks AFB,NA,NA,USA
RDU,Raleigh-Durham International,Raleigh,NC,USA
RDV,Red Devil,Red Devil,AK,USA
RED,Red Lodge,Red Lodge,MT,USA
RFD,Greater Rockford,Rockford,IL,USA
RFG,Refugio-Rooke,Refugio,TX,USA
RGK,Red Wing Municipal,Red Wing,MN,USA
RHI,Rhinelander-Oneida County,Rhinelander,WI,USA
RHV,Reid-Hillview of Santa Clara Co,San Jose,CA,USA
RIC,Richmond International,Richmond,VA,USA
RID,Richmond Municipal,Richmond,IN,USA
RIF,Richfield Muni,Richfield,UT,USA
RIL,Garfield County Regional,Rifle,CO,USA
RIU,Rancho Murieta,Rancho Murieta,CA,USA
RIV,March,Riverside,CA,USA
RIW,Riverton Regional,Riverton,WY,USA
RKD,Knox County Regional,Rockland,ME,USA
RKP,Aransas County,Rockport,TX,USA
RKR,Robert S Kerr,Poteau,OK,USA
RKS,Rock Springs-Sweetwater County,Rock Springs,WY,USA
RKW,Rockwood Municipal,Rockwood,TN,USA
RLD,Richland,Richland,WA,USA
RME,Griffis Airpark,Rome,NY,USA
RMG,Richard B Russell,Rome,GA,USA
RMP,Rampart,Rampart,AK,USA
RMY,Brooks,Marshall,MI,USA
RNC,Warren County Memorial,McMinnville,TN,USA
RNH,New Richmond Municipal,New Richmond,WI,USA
RNM,Ramona,Ramona,CA,USA
RNO,Reno/Tahoe International,Reno,NV,USA
RNT,Renton Municipal,Renton,WA,USA
RNV,Cleveland Municipal,Cleveland,MS,USA
ROA,Roanoke Regional/ Woodrum,Roanoke,VA,USA
ROC,Greater Rochester Int'l,Rochester,NY,USA
ROG,Rogers Municipal-Carter,Rogers,AR,USA
ROP,Prachinburi,NA,NA,Thailand
ROR,Babelthoup/Koror,NA,NA,Palau
ROS,Rush City Regional,Rush City,MN,USA
ROW,Roswell Industrial Air Center,Roswell,NM,USA
ROX,Roseau Municipal,Roseau,MN,USA
RPB,Belleville Municipal,Belleville,KS,USA
RPD,Rice Lake Regional-Carl's,Rice Lake,WI,USA
RPX,Roundup,Roundup,MT,USA
RQB,Roben-Hood,Big Rapids,MI,USA
RQE,Window Rock,Window Rock,AZ,USA
RRL,Merrill Municipal,Merrill,WI,USA
RRT,Warroad Intl Swede Carlson,Warroad,MN,USA
RSH,Russian Mission,Russian Mission,AK,USA
RSL,Russell Municipal,Russell,KS,USA
RSN,Ruston Regional,Ruston,LA,USA
RST,Rochester International,Rochester,MN,USA
RSV,Robinson Municipal,Robinson,IL,USA
RSW,Southwest Florida International,Ft. Myers,FL,USA
RTN,Raton Municipal/Crews,Raton,NM,USA
RUE,Russellville Municipal,Russellville,AR,USA
RUG,Rugby Municipal,Rugby,ND,USA
RUQ,Rowan County,Salisbury,NC,USA
RUT,Rutland State,Rutland,VT,USA
RVJ,Reidsville,Reidsville,GA,USA
RVL,Mifflin Cty,Reedsville,PA,USA
RVN,Hawkins County,Rogersville,TN,USA
RVS,Richard Lloyd Jones, Jr.,Tulsa,OK
RWF,Redwood Falls Muni,Redwood Falls,MN,USA
RWI,Rocky Mount Wilson,Rocky Mount,NC,USA
RWL,Rawlins Muni,Rawlins,WY,USA
RWN,Arens,Winamac,IN,USA
RXE,Rexburg-Madison County,Rexburg,ID,USA
RYN,Ryan,Tucson,AZ,USA
RYV,Watertown Municipal,Watertown,WI,USA
RYY,Cobb County-McCollum,Marietta,GA,USA
RZL,Jasper County,Rensselaer,IN,USA
RZN,Burnett County,Siren,WI,USA
RZT,Ross County,Chillicothe,OH,USA
RZZ,Halifax County,Roanoke Rapids,NC,USA
S01,Conrad,Conrad,MT,USA
S03,Ashland Muni-Sumner Parker,Ashland,OR,USA
S05,Bandon State,Bandon,OR,USA
S07,Bend Muni,Bend,OR,USA
S10,Chelan Muni,Chelan,WA,USA
S12,Albany Municipal,Albany,OR,USA
S18,Forks,Forks,WA,USA
S21,Sunriver,Sunriver,OR,USA
S23,Ione Municipal,Ione,WA,USA
S24,Sandusky Co,Fremont,OH,USA
S25,Watford City Municipal,Watford City,ND,USA
S27,Kalispell City,Kalispell,MT,USA
S28,International Peace Garden,Dunseith,ND,USA
S30,Lebanon State,Lebanon,OR,USA
S31,Lopez Island,Lopez,WA,USA
S32,Cooperstown Municipal,Cooperstown,ND,USA
S33,City-County,Madras,OR,USA
S34,Plains,Plains,MT,USA
S39,Prineville,Prineville,OR,USA
S40,Prosser,Prosser,WA,USA
S43,Harvey,Snohomish,WA,USA
S45,Siletz Bay State,Siletz Bay (Gleneden Beach),OR,USA
S47,Tillamook,Tillamook,OR,USA
S50,Auburn Municipal,Auburn,WA,USA
S52,Methow Valley State,Winthrop,WA,USA
